,city,latitude,longitude,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,lat,lng,country,iso2,admin_name,capital,population,population_proper,weather_risk_score
633,Sidi Slimane,34.26,-5.93,2026-09-17,28.3,19.3,0.0,0,13.0,28.1,3,34.26,-5.93,Morocco,MA,Rabat-Salé-Kénitra,,95114,95114,20
634,Sidi Slimane,34.26,-5.93,2026-09-18,32.2,17.1,0.0,3,14.8,36.4,45,34.26,-5.93,Morocco,MA,Rabat-Salé-Kénitra,,95114,95114,20
635,Sidi Slimane,34.26,-5.93,2026-09-19,37.5,19.1,0.0,0,17.4,33.8,1,34.26,-5.93,Morocco,MA,Rabat-Salé-Kénitra,,95114,95114,30
636,Sidi Slimane,34.26,-5.93,2026-09-20,40.5,21.8,0.0,0,16.5,34.2,1,34.26,-5.93,Morocco,MA,Rabat-Salé-Kénitra,,95114,95114,30
637,Sidi Smai’il,32.8167,-8.5,2026-09-14,39.8,22.4,0.0,0,19.5,33.8,1,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,30
638,Sidi Smai’il,32.8167,-8.5,2026-09-15,34.9,20.5,0.0,0,22.0,38.5,1,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,20
639,Sidi Smai’il,32.8167,-8.5,2026-09-16,28.4,19.3,0.0,0,21.6,37.4,2,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,20
640,Sidi Smai’il,32.8167,-8.5,2026-09-17,27.1,17.9,0.0,0,17.6,31.3,3,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,20
641,Sidi Smai’il,32.8167,-8.5,2026-09-18,28.8,17.3,0.0,2,20.7,37.8,45,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,20
642,Sidi Smai’il,32.8167,-8.5,2026-09-19,31.3,18.5,0.0,3,18.8,34.2,3,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,20
643,Sidi Smai’il,32.8167,-8.5,2026-09-20,36.4,20.7,0.0,0,19.1,35.3,0,32.8167,-8.5,Morocco,MA,Casablanca-Settat,,32694,32694,30
644,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-14,37.4,22.4,0.0,0,16.6,30.2,0,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,30
645,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-15,31.1,20.4,0.0,0,19.5,34.9,1,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,20
646,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-16,28.0,20.4,0.0,0,20.8,37.1,2,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,20
647,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17,27.3,18.2,0.0,0,14.8,28.4,3,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,20
648,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-18,29.3,16.9,0.0,3,19.7,36.4,45,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,20
649,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-19,34.6,17.4,0.0,0,20.9,38.2,2,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,20
650,Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-20,39.1,21.1,0.0,0,20.7,37.4,1,34.3058,-6.3058,Morocco,MA,Rabat-Salé-Kénitra,,39946,39946,30
651,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-14,38.4,23.7,0.0,0,20.7,41.4,1,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,30
652,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-15,32.1,20.3,0.0,0,21.1,42.5,1,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,20
653,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-16,27.5,18.5,0.0,0,22.2,43.9,2,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,20
654,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17,26.3,17.3,0.0,0,16.4,33.5,3,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,20
655,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-18,27.9,15.0,0.0,0,19.6,40.3,1,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,20
656,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-19,31.3,16.6,0.0,0,15.8,33.1,3,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,20
657,Sidi Yahya Zaer,33.7105,-6.8831,2026-09-20,36.2,19.3,0.0,0,19.1,38.2,0,33.7105,-6.8831,Morocco,MA,Rabat-Salé-Kénitra,,116649,116649,30
658,Skhirate,33.85,-7.03,2026-09-14,30.6,22.6,0.0,0,11.0,25.6,45,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,20
659,Skhirate,33.85,-7.03,2026-09-15,26.1,20.9,0.0,0,14.7,32.0,45,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,20
660,Skhirate,33.85,-7.03,2026-09-16,24.8,20.6,0.0,0,16.9,36.7,2,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,5
661,Skhirate,33.85,-7.03,2026-09-17,24.8,19.0,0.0,0,13.2,29.5,3,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,5
662,Skhirate,33.85,-7.03,2026-09-18,24.6,16.7,0.0,0,16.8,36.7,2,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,5
663,Skhirate,33.85,-7.03,2026-09-19,25.9,17.7,0.0,0,12.6,27.0,3,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,20
664,Skhirate,33.85,-7.03,2026-09-20,29.4,20.8,0.0,0,13.8,27.7,0,33.85,-7.03,Morocco,MA,Rabat-Salé-Kénitra,,122705,122705,20
665,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-14,39.8,26.5,0.0,0,16.0,29.9,0,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,30
666,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-15,35.8,21.7,0.0,0,19.0,36.4,3,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,30
667,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-16,31.4,20.4,0.0,0,19.3,36.0,2,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,20
668,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17,28.1,19.8,0.0,2,12.5,23.8,3,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,20
669,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-18,33.1,17.4,0.0,3,10.5,18.7,45,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,20
670,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-19,39.0,20.9,0.0,3,16.2,29.9,2,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,30
671,Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-20,41.1,22.5,0.0,3,12.3,27.4,1,34.4945,-5.5047,Morocco,MA,Rabat-Salé-Kénitra,,31976,31976,30
672,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-14,41.2,23.3,0.0,3,14.3,30.2,3,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,30
673,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-15,39.3,24.5,0.0,0,20.3,35.6,3,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,30
674,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-16,35.6,19.8,0.0,0,17.3,34.6,1,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,30
675,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17,32.3,17.5,0.0,3,14.8,28.1,2,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,20
676,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-18,34.2,17.9,0.0,10,7.1,15.1,2,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,15
677,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,37.9,19.4,0.0,9,16.6,45.4,3,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,30
678,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-20,39.6,21.5,0.0,3,13.9,26.3,2,32.3,-6.7,Morocco,MA,Béni Mellal-Khénifra,,60293,60293,30
679,Tabount,30.9014,-6.9217,2026-09-14,34.4,21.1,0.0,5,19.1,31.7,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,20
680,Tabount,30.9014,-6.9217,2026-09-15,33.2,21.9,0.1,18,19.4,65.5,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,25
681,Tabount,30.9014,-6.9217,2026-09-16,33.1,18.9,0.0,0,24.0,39.2,0,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,20
682,Tabount,30.9014,-6.9217,2026-09-17,33.7,18.0,0.0,10,12.9,22.0,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,20
683,Tabount,30.9014,-6.9217,2026-09-18,33.8,19.1,0.0,29,11.4,26.6,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,25
684,Tabount,30.9014,-6.9217,2026-09-19,30.0,19.0,0.0,27,16.1,29.9,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,25
685,Tabount,30.9014,-6.9217,2026-09-20,32.7,19.7,0.0,13,18.1,31.0,3,30.9014,-6.9217,Morocco,MA,Drâa-Tafilalet,,37465,37465,20
686,Tahannawt,31.3514,-7.9508,2026-09-14,35.3,24.2,0.0,8,22.4,41.0,3,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,30
687,Tahannawt,31.3514,-7.9508,2026-09-15,34.3,22.9,0.0,3,19.9,37.4,3,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,20
688,Tahannawt,31.3514,-7.9508,2026-09-16,30.7,18.4,0.0,0,17.5,33.1,0,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,20
689,Tahannawt,31.3514,-7.9508,2026-09-17,26.5,15.0,0.0,5,14.1,27.7,1,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,20
690,Tahannawt,31.3514,-7.9508,2026-09-18,27.6,14.8,0.0,13,14.0,27.0,2,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,20
691,Tahannawt,31.3514,-7.9508,2026-09-19,31.4,17.3,0.9,17,13.9,24.5,3,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,25
692,Tahannawt,31.3514,-7.9508,2026-09-20,33.7,18.0,0.0,18,15.9,27.0,3,31.3514,-7.9508,Morocco,MA,Marrakech-Safi,,29562,29562,20
693,Tahla,34.05,-4.42,2026-09-14,36.5,21.7,0.0,0,12.7,24.5,3,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,30
694,Tahla,34.05,-4.42,2026-09-15,35.3,21.3,0.0,0,17.1,31.7,3,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,30
695,Tahla,34.05,-4.42,2026-09-16,30.5,18.9,0.0,0,17.3,33.5,1,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,20
696,Tahla,34.05,-4.42,2026-09-17,27.5,16.8,0.0,13,14.8,28.4,3,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,20
697,Tahla,34.05,-4.42,2026-09-18,30.9,16.2,0.0,23,21.2,40.0,3,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,25
698,Tahla,34.05,-4.42,2026-09-19,35.6,21.3,0.0,5,19.5,38.2,3,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,30
699,Tahla,34.05,-4.42,2026-09-20,36.5,22.5,0.0,5,22.7,41.0,1,34.05,-4.42,Morocco,MA,Fès-Meknès,,28612,28612,30
700,Tameslouht,31.5,-8.1,2026-09-14,39.2,26.5,0.0,3,17.1,29.9,3,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,30
701,Tameslouht,31.5,-8.1,2026-09-15,37.9,25.7,0.0,3,23.1,37.8,3,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,30
702,Tameslouht,31.5,-8.1,2026-09-16,34.0,21.2,0.0,0,19.7,33.8,0,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,20
703,Tameslouht,31.5,-8.1,2026-09-17,29.6,17.5,0.0,0,12.9,22.3,1,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,20
704,Tameslouht,31.5,-8.1,2026-09-18,31.2,17.7,0.0,13,11.4,20.2,2,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,20
705,Tameslouht,31.5,-8.1,2026-09-19,35.4,19.0,0.6,9,14.8,40.3,3,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,35
706,Tameslouht,31.5,-8.1,2026-09-20,37.3,21.2,0.0,8,12.8,26.3,2,31.5,-8.1,Morocco,MA,Marrakech-Safi,,40283,40283,30
707,Tan-Tan,28.4333,-11.1,2026-09-14,40.2,27.1,0.7,31,27.2,46.4,53,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,40
708,Tan-Tan,28.4333,-11.1,2026-09-15,33.7,23.5,0.0,2,18.8,37.4,0,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,20
709,Tan-Tan,28.4333,-11.1,2026-09-16,31.0,20.2,0.0,0,26.3,47.9,0,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,20
710,Tan-Tan,28.4333,-11.1,2026-09-17,25.6,20.0,0.3,0,29.5,52.9,51,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,25
711,Tan-Tan,28.4333,-11.1,2026-09-18,25.7,19.3,0.0,0,24.0,45.0,3,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,20
712,Tan-Tan,28.4333,-11.1,2026-09-19,28.4,18.9,0.0,0,18.3,34.9,3,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,20
713,Tan-Tan,28.4333,-11.1,2026-09-20,31.0,16.7,0.0,2,14.8,41.4,3,28.4333,-11.1,Morocco,MA,Guelmim-Oued Noun,,76134,76134,20
714,Tangier,35.7767,-5.8039,2026-09-14,29.3,22.6,0.0,0,26.1,61.2,1,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,20
715,Tangier,35.7767,-5.8039,2026-09-15,30.1,21.1,0.0,0,16.1,36.7,1,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,20
716,Tangier,35.7767,-5.8039,2026-09-16,26.9,18.2,0.0,0,21.3,48.6,3,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,20
717,Tangier,35.7767,-5.8039,2026-09-17,26.2,18.8,0.0,0,15.0,34.9,3,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,20
718,Tangier,35.7767,-5.8039,2026-09-18,28.2,18.7,0.0,0,21.4,49.3,3,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,20
719,Tangier,35.7767,-5.8039,2026-09-19,27.3,21.7,0.0,0,34.2,64.8,3,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,25
720,Tangier,35.7767,-5.8039,2026-09-20,26.9,22.9,0.0,3,35.1,65.5,3,35.7767,-5.8039,Morocco,MA,Tanger-Tétouan-Al Hoceïma,admin,1275428,1275428,25
721,Taourirt,34.41,-2.89,2026-09-14,31.5,19.2,0.0,0,24.5,40.7,1,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
722,Taourirt,34.41,-2.89,2026-09-15,32.2,18.9,0.0,0,23.6,38.2,3,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
723,Taourirt,34.41,-2.89,2026-09-16,34.0,18.4,0.0,0,23.4,37.4,1,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
724,Taourirt,34.41,-2.89,2026-09-17,29.9,20.0,0.0,11,26.2,46.4,3,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
725,Taourirt,34.41,-2.89,2026-09-18,29.0,18.5,0.0,13,26.8,48.6,45,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
726,Taourirt,34.41,-2.89,2026-09-19,31.7,18.7,0.0,6,17.7,30.6,3,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
727,Taourirt,34.41,-2.89,2026-09-20,31.7,19.9,0.0,5,21.8,35.3,45,34.41,-2.89,Morocco,MA,Oriental,,321876,321876,20
728,Taroudannt,30.4711,-8.8778,2026-09-14,41.9,26.1,0.0,3,22.0,42.5,3,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,30
729,Taroudannt,30.4711,-8.8778,2026-09-15,41.1,26.4,0.0,3,27.4,56.9,3,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,30
730,Taroudannt,30.4711,-8.8778,2026-09-16,36.5,23.3,0.0,0,24.9,49.0,0,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,30
731,Taroudannt,30.4711,-8.8778,2026-09-17,30.4,18.7,0.0,2,25.3,52.2,45,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,20
732,Taroudannt,30.4711,-8.8778,2026-09-18,30.5,17.8,0.0,8,23.2,50.0,1,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,20
733,Taroudannt,30.4711,-8.8778,2026-09-19,38.4,17.7,0.0,3,18.9,36.7,45,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,30
734,Taroudannt,30.4711,-8.8778,2026-09-20,42.0,25.0,0.0,0,24.0,47.5,2,30.4711,-8.8778,Morocco,MA,Souss-Massa,,83496,83496,30
735,Taza,34.2144,-4.0088,2026-09-14,32.1,20.4,0.0,0,18.2,36.4,1,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
736,Taza,34.2144,-4.0088,2026-09-15,33.2,19.5,0.0,0,15.7,33.1,3,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
737,Taza,34.2144,-4.0088,2026-09-16,30.5,19.3,0.0,0,24.1,50.4,1,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
738,Taza,34.2144,-4.0088,2026-09-17,29.4,18.2,0.0,5,19.3,42.1,3,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
739,Taza,34.2144,-4.0088,2026-09-18,29.0,17.2,0.0,5,19.2,41.4,3,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
740,Taza,34.2144,-4.0088,2026-09-19,32.6,19.0,0.0,8,17.6,39.6,3,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
741,Taza,34.2144,-4.0088,2026-09-20,33.2,20.7,0.0,8,19.9,37.8,1,34.2144,-4.0088,Morocco,MA,Fès-Meknès,,148406,148406,20
742,Temara,33.9234,-6.9076,2026-09-14,33.4,23.5,0.0,0,11.0,29.9,1,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
743,Temara,33.9234,-6.9076,2026-09-15,27.6,21.1,0.0,0,13.2,36.0,1,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
744,Temara,33.9234,-6.9076,2026-09-16,25.6,20.3,0.0,0,15.9,41.0,2,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
745,Temara,33.9234,-6.9076,2026-09-17,25.7,18.5,0.0,0,12.4,33.1,3,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
746,Temara,33.9234,-6.9076,2026-09-18,26.4,16.4,0.0,0,14.8,38.9,45,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
747,Temara,33.9234,-6.9076,2026-09-19,25.8,17.5,0.0,3,12.6,27.0,2,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
748,Temara,33.9234,-6.9076,2026-09-20,29.3,20.7,0.0,3,13.8,27.7,0,33.9234,-6.9076,Morocco,MA,Rabat-Salé-Kénitra,,297098,297098,20
749,Temsia,30.3633,-9.4144,2026-09-14,40.8,26.0,0.0,5,21.5,43.9,3,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30
750,Temsia,30.3633,-9.4144,2026-09-15,36.7,26.1,0.2,5,18.3,39.2,3,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,35
751,Temsia,30.3633,-9.4144,2026-09-16,31.0,22.2,0.0,0,20.9,45.0,1,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,20
752,Temsia,30.3633,-9.4144,2026-09-17,27.8,20.4,0.0,2,20.8,42.8,2,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,20
753,Temsia,30.3633,-9.4144,2026-09-18,27.6,19.6,0.0,3,20.3,42.8,3,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,20
754,Temsia,30.3633,-9.4144,2026-09-19,35.6,19.3,0.0,3,17.8,31.7,2,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30
755,Temsia,30.3633,-9.4144,2026-09-20,40.9,24.8,0.0,0,28.8,50.0,2,30.3633,-9.4144,Morocco,MA,Souss-Massa,,52663,52663,30
756,Tifariti,26.158,-10.567,2026-09-14,35.9,25.6,2.3,39,30.8,47.2,53,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,55
757,Tifariti,26.158,-10.567,2026-09-15,36.6,24.3,0.6,9,18.7,29.5,51,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,35
758,Tifariti,26.158,-10.567,2026-09-16,36.8,21.8,0.0,0,30.0,45.4,0,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,50
759,Tifariti,26.158,-10.567,2026-09-17,31.5,17.9,0.0,0,33.5,52.6,0,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,25
760,Tifariti,26.158,-10.567,2026-09-18,29.1,16.3,0.0,0,30.3,47.9,3,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,25
761,Tifariti,26.158,-10.567,2026-09-19,33.0,16.1,0.0,0,20.1,34.6,3,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,20
762,Tifariti,26.158,-10.567,2026-09-20,35.6,21.3,4.4,2,33.8,50.8,53,26.158,-10.567,Morocco,MA,Laâyoune-Sakia El Hamra,primary,3000,3000,50
763,Tiflet,33.9,-6.33,2026-09-14,38.5,25.4,0.0,0,18.8,37.4,1,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,30
764,Tiflet,33.9,-6.33,2026-09-15,33.4,21.8,0.0,0,18.9,38.2,1,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,20
765,Tiflet,33.9,-6.33,2026-09-16,28.7,19.0,0.0,0,19.6,39.6,2,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,20
766,Tiflet,33.9,-6.33,2026-09-17,27.0,16.3,0.0,0,14.5,29.9,3,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,20
767,Tiflet,33.9,-6.33,2026-09-18,30.1,15.2,0.0,3,15.5,37.1,3,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,20
768,Tiflet,33.9,-6.33,2026-09-19,34.9,18.8,0.0,3,14.1,33.1,3,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,20
769,Tiflet,33.9,-6.33,2026-09-20,38.2,20.8,0.0,3,18.1,38.2,3,33.9,-6.33,Morocco,MA,Rabat-Salé-Kénitra,,103850,103850,30
770,Tineghir,31.5147,-5.5328,2026-09-14,33.6,21.2,0.0,5,18.4,30.2,3,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,20
771,Tineghir,31.5147,-5.5328,2026-09-15,30.7,20.3,2.2,23,20.1,50.8,61,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,40
772,Tineghir,31.5147,-5.5328,2026-09-16,31.2,17.0,0.0,0,28.7,44.3,1,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,20
773,Tineghir,31.5147,-5.5328,2026-09-17,31.5,17.6,0.0,26,20.6,33.1,3,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,25
774,Tineghir,31.5147,-5.5328,2026-09-18,31.3,18.7,0.0,43,12.2,26.3,3,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,25
775,Tineghir,31.5147,-5.5328,2026-09-19,27.8,19.8,0.6,26,13.0,26.3,3,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,30
776,Tineghir,31.5147,-5.5328,2026-09-20,30.6,18.0,0.0,16,14.8,23.4,1,31.5147,-5.5328,Morocco,MA,Drâa-Tafilalet,,44239,44239,20
777,Tit Mellil,33.5533,-7.4822,2026-09-14,34.4,23.9,0.0,0,12.4,33.1,2,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
778,Tit Mellil,33.5533,-7.4822,2026-09-15,29.2,21.2,0.0,0,14.0,36.4,45,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
779,Tit Mellil,33.5533,-7.4822,2026-09-16,26.1,20.1,0.0,0,15.9,41.0,3,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
780,Tit Mellil,33.5533,-7.4822,2026-09-17,26.1,18.7,0.0,2,13.5,35.6,3,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
781,Tit Mellil,33.5533,-7.4822,2026-09-18,26.1,16.9,0.0,3,16.6,41.8,45,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
782,Tit Mellil,33.5533,-7.4822,2026-09-19,28.0,19.1,0.0,3,13.1,34.9,45,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
783,Tit Mellil,33.5533,-7.4822,2026-09-20,31.1,20.5,0.0,3,13.3,35.3,45,33.5533,-7.4822,Morocco,MA,Casablanca-Settat,,56019,56019,20
784,Tiznit,29.7,-9.7269,2026-09-14,39.9,29.5,0.1,8,27.9,46.4,3,29.7,-9.7269,Morocco,MA,Souss-Massa,,196348,196348,35
785,Tiznit,29.7,-9.7269,2026-09-15,36.0,27.3,0.0,0,20.0,32.4,0,29.7,-9.7269,Morocco,MA,Souss-Massa,,196348,196348,30
